vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y,vout_ac X,vout_ac Y
1088.920000000001,-13.43428614679192,1088.920000000001,-7.350380347347707,2168.920000000001,-7.392022023528945,4328.919999999999,-7.510370422820661,4328.919999999999,-1.684691712670628,4328.919999999999,1.801339209430026,4328.919999999999,-1.433022585303661,4328.919999999999,-6.813464330122889
1108.900000000001,-13.59347730536682,1108.900000000001,-7.512427065573041,2208.900000000001,-7.554706245890221,4408.899999999999,-7.673160816317349,4408.899999999999,-1.842784503703837,4408.899999999999,1.778389764588513,4408.899999999999,-1.282353818742635,4408.899999999999,-6.650891858039945
1128.880000000001,-13.74978408515961,1128.880000000001,-7.671476901123274,2248.880000000001,-7.714371930078253,4488.879999999998,-7.832932478042235,4488.879999999998,-1.998726826260308,4488.879999999998,1.749014870173219,4488.879999999998,-1.135719912473134,4488.879999999998,-6.491191634819565
1148.860000000001,-13.9033096709247,1148.860000000001,-7.827637525597381,2288.860000000001,-7.871127815934454,4568.859999999998,-7.989794006649127,4568.859999999998,-2.152514865352535,4568.859999999998,1.713658145703425,4568.859999999998,-0.9930688649994399,4568.859999999998,-6.334268218659851
1168.840000000001,-14.05415179045877,1168.840000000001,-7.981011108132354,2328.840000000001,-8.025077075247824,4648.839999999997,-8.143848450548262,4648.839999999997,-2.304153802367445,4648.839999999997,1.672750049489101,4648.839999999997,-0.8543534078257102,4648.839999999997,-6.180031488975396
1188.820000000001,-14.20240309317318,1188.820000000001,-8.131694659223674,2368.820000000001,-8.176317659968822,4728.819999999997,-8.295193654120808,4728.819999999997,-2.453656191298678,4728.819999999997,1.626706106891239,4728.819999999997,-0.7195304995066115,4728.819999999997,-6.028396291980363
1208.800000000001,-14.3481514964244,1208.800000000001,-8.279780351475859,2408.800000000001,-8.324942627102033,4808.799999999997,-8.443922580842473,4808.799999999997,-2.601040591294513,4808.799999999997,1.575925498889706,4808.799999999997,-0.5885608457025124,4808.799999999997,-5.87928211579538
1228.780000000001,-14.49148050283319,1228.780000000001,-8.425355818574449,2448.780000000001,-8.471040441565181,4888.779999999996,-8.590123614576088,4888.779999999996,-2.7463304158349,4888.779999999996,1.520789993089897,4888.779999999996,-0.461408443069905,4888.779999999996,-5.732612792159266
1248.760000000001,-14.63246949145334,1248.760000000001,-8.568504433798697,2488.760000000001,-8.614695258336379,4968.759999999996,-8.733880840330549,4968.759999999996,-2.889552964941036,4968.759999999996,1.461663192399698,4968.759999999996,-0.3380401452366622,4968.759999999996,-5.588316222155751
1268.740000000001,-14.77119398532878,1268.740000000001,-8.709305569385906,2528.740000000001,-8.755987185207728,5048.739999999995,-8.875274305783021,5048.739999999995,-3.030738612008896,5048.739999999995,1.398890071955211,5048.739999999995,-0.2184252494829808,5048.739999999995,-5.446324123652611
1288.720000000001,-14.9077258976957,1288.720000000001,-8.847834838026335,2568.720000000001,-8.894992527434216,5128.719999999995,-9.014380264834667,5128.719999999995,-3.169920121263306,5128.719999999995,1.332796772184438,5128.719999999995,-0.1025351030757478,5128.719999999995,-5.306571798402064
1308.700000000001,-15.04213375883967,1308.700000000001,-8.984164317719429,2608.700000000001,-9.031784015520255,5208.699999999994,-9.151271404425966,5208.699999999994,-3.307132075560475,5208.699999999994,1.263690614854389,5208.699999999994,0.009657271508569985,5208.699999999994,-5.168997916971854
1328.680000000001,-15.17448292540124,1328.680000000001,-9.118362761163228,2648.680000000001,-9.166431017328652,5288.679999999994,-9.286017055782192,5288.679999999994,-3.442410397421856,5288.679999999994,1.191860309221058,5288.679999999994,0.1181775329883572,5288.679999999994,-5.033544319869948
1348.660000000001,-15.3048357737328,1348.660000000001,-9.25049579078517,2688.660000000001,-9.2989997356331,5368.659999999993,-9.418683391197543,5368.659999999993,-3.575791948845792,5368.659999999993,1.117576316682616,5368.659999999993,0.2230503596106584,5368.659999999993,-4.900155833396652
1368.640000000001,-15.4332518787419,1368.640000000001,-9.380626080455109,2728.640000000001,-9.429553392168371,5448.639999999993,-9.549333607401177,5448.639999999993,-3.707314197691421,5448.639999999993,1.04109134433938,5448.639999999993,0.324299769536724,5448.639999999993,-4.768780098908301
1388.620000000001,-15.55978817950806,1388.620000000001,-9.508813524854466,2768.620000000001,-9.558152399164603,5528.619999999993,-9.678028096481944,5528.619999999993,-3.837014940324148,5528.619999999993,0.9626409403450359,5528.619999999993,0.4219494232543214,5528.619999999993,-4.639367414309786
1408.600000000001,-15.68449913282918,1408.600000000001,-9.635115397408885,2808.600000000001,-9.684854519285707,5608.599999999992,-9.804824605283217,5608.599999999992,-3.964932071810038,5608.599999999992,0.8824441666862698,5608.599999999992,0.5160229078760155,5608.599999999992,-4.511870586711165
1428.580000000001,-15.80743685573747,1428.580000000001,-9.759586497627861,2848.580000000001,-9.809715014826901,5688.579999999992,-9.92977838411559,5688.579999999992,-4.091103396293299,5688.579999999992,0.8007043278887358,5688.579999999992,0.6065440030968015,5688.579999999992,-4.386244795288062
1448.560000000001,-15.92865125792235,1448.560000000001,-9.882279288633457,2888.560000000001,-9.93278678696468,5768.559999999991,-10.05294232557395,5768.559999999991,-4.215566471327172,5768.559999999991,0.7176097369896204,5768.559999999991,0.6935369285274842,5768.559999999991,-4.262447463478603
1468.540000000001,-16.0481901649059,1468.540000000001,-10.00324402560223,2928.540000000001,-10.05412050579362,5848.539999999991,-10.17436709418773,5848.539999999991,-4.338358480885929,5848.539999999991,0.6333345028482311,5848.539999999991,0.7770265720908294,5848.539999999991,-4.1404381397325
1488.520000000001,-16.16609943273497,1488.520000000001,-10.12252887578967,2968.520000000001,-10.17376473182929,5928.51999999999,-10.29410124757834,5928.51999999999,-4.45951613259487,5928.51999999999,0.5480393254224993,5928.51999999999,0.857038699164252,5928.51999999999,-4.020178386101648
1508.500000000001,-16.2824230548819,1508.500000000001,-10.24018003075566,3008.500000000001,-10.29176602960449,6008.49999999999,-10.41219134974662,6008.49999999999,-4.579075575397003,6008.49999999999,0.4618722879811154,6008.49999999999,0.9336001421736433,6008.49999999999,-3.901631674027711
1528.480000000001,-16.39720326198045,1528.480000000001,-10.35624181136158,3048.480000000001,-10.40816907393806,6088.47999999999,-10.5286820770654,6088.47999999999,-4.697072334452193,6088.47999999999,0.3749696373264503,6088.47999999999,1.00673897038636,6088.47999999999,-3.784763286741153
1548.460000000001,-16.5104806149658,1548.460000000001,-10.47075676606568,3088.460000000001,-10.52301674941044,6168.459999999989,-10.64361631750802,6168.459999999989,-4.813541260551733,6168.459999999989,0.2874565449664557,6168.459999999989,1.076484639714681,6168.459999999989,-3.669540227739157
1568.440000000001,-16.62229409213542,1568.440000000001,-10.58376576300211,3128.440000000001,-10.63635024353866,6248.439999999989,-10.75703526360219,6248.439999999989,-4.92851649174371,6248.439999999989,0.1994478437977229,6248.439999999989,1.142868122422557,6248.439999999989,-3.555931134857588
1588.420000000001,-16.73268117060108,1588.420000000001,-10.69530807629161,3168.420000000001,-10.74820913410531,6328.419999999988,-10.86897849956098,6328.419999999988,-5.042031425213623,6328.419999999988,0.1110487362579774,6328.419999999988,1.205922016724135,6328.419999999988,-3.443906199494566
1608.400000000001,-16.84167790256033,1608.400000000001,-10.80542146699661,3208.400000000001,-10.85863147106003,6408.399999999988,-10.97948408300716,6408.399999999988,-5.154118697760413,6408.399999999988,0.02235547109143813,6408.399999999988,1.265680636371467,6408.399999999988,-3.333437090582154
1628.380000000001,-16.94931898677799,1628.380000000001,-10.91414225910144,3248.380000000001,-10.96765385338033,6488.379999999987,-11.08858862167521,6488.379999999987,-5.264810173458711,6488.379999999987,-0.06654401313799437,6488.379999999987,1.322180080446002,6488.379999999987,-3.224496882937067
1648.360000000001,-17.05563783563463,1648.360000000001,-11.0215054108688,3288.360000000001,-11.07531150124746,6568.359999999987,-11.1963273454452,6568.359999999987,-5.37413693731096,6568.359999999987,-0.1555694788306817,6568.359999999987,1.375458283692382,6568.359999999987,-3.117059989652989
1668.340000000001,-17.16066663806793,1668.340000000001,-11.12754458189657,3328.340000000001,-11.18163832386632,6648.339999999987,-11.30273417403536,6648.339999999987,-5.482129293873546,6648.339999999987,-0.244647814810203,6648.339999999987,1.42555504785973,6648.339999999987,-3.011102098225273
1688.320000000001,-17.26443641870542,1688.320000000001,-11.23229219617359,3368.320000000001,-11.28666698323249,6728.319999999986,-11.40784178065523,6728.319999999986,-5.588816769994523,6728.319999999986,-0.3337124963002945,6728.319999999986,1.472512054642369,6728.319999999986,-2.90660011012471
1708.300000000001,-17.36697709346221,1708.300000000001,-11.33577950141058,3408.300000000001,-11.39042895412637,6808.299999999986,-11.51168165189763,6808.299999999986,-5.694228120931035,6808.299999999986,-0.4227030788419998,6808.299999999986,1.516372860935895,6808.299999999986,-2.803532083560395
1728.280000000001,-17.46831752185433,1728.280000000001,-11.43803662490097,3448.280000000001,-11.49295458059266,6888.279999999985,-11.61428414412696,6888.279999999985,-5.798391339225405,6888.279999999985,-0.5115647252496126,6888.279999999985,1.557182877242345,6888.279999999985,-2.701877179192887
1748.260000000001,-17.56848555625815,1748.260000000001,-11.5390926261469,3488.260000000001,-11.59427312914428,6968.259999999985,-11.71567853660128,6968.259999999985,-5.901333665813362,6968.259999999985,-0.6002477644620328,6968.259999999985,1.594989330168436,6968.259999999985,-2.601615608578359
1768.240000000001,-17.66750808832743,1768.240000000001,-11.63897554646828,3528.240000000001,-11.6944128389111,7048.239999999984,-11.81589308154796,7048.239999999984,-6.003081602918354,7048.239999999984,-0.6887072809725339,7048.239999999984,1.629841210060067,7048.239999999984,-2.502728585141978
1788.220000000001,-17.76541109276278,1788.220000000001,-11.73771245579589,3568.220000000001,-11.79340096893771,7128.219999999984,-11.91495505139608,7128.219999999984,-6.10366092835433,7128.219999999984,-0.776902733402141,7128.219999999984,1.661789204903666,7128.219999999984,-2.405198277494904
1808.200000000001,-17.86221966861291,1808.200000000001,-11.83532949683488,3608.200000000001,-11.89126384281898,7208.199999999983,-12.01289078335359,7208.199999999983,-6.203096710917895,7208.199999999983,-0.8647976007102175,7208.199999999983,1.690885621697831,7208.199999999983,-2.309007764924071
1828.180000000001,-17.95795807827296,1828.180000000001,-11.9318519267709,3648.180000000001,-11.98802689084816,7288.179999999983,-12.10972572150319,7288.179999999983,-6.301413326600445,7288.179999999983,-0.9523590545005929,7288.179999999983,1.717184296557394,7288.179999999983,-2.214140994897409
1848.160000000001,-18.0526497843325,1848.160000000001,-12.02730415667871,3688.160000000001,-12.08371468983925,7368.159999999983,-12.20548445657827,7368.159999999983,-6.398634475393489,7368.159999999983,-1.039557655876096,7368.159999999983,1.740740494854095,7368.159999999983,-2.120582742439593
1868.140000000001,-18.14631748441395,1868.140000000001,-12.12170978878107,3728.140000000001,-12.17835100077395,7448.139999999982,-12.30019076356831,7448.139999999982,-6.494783198496411,7448.139999999982,-1.126367075311392,7448.139999999982,1.761610802724607,7448.139999999982,-2.028318571244788
1888.120000000001,-18.23898314413184,1888.120000000001,-12.21509165169522,3768.120000000001,-12.27195880441191,7528.119999999982,-12.39386763729223,7528.119999999982,-6.589881895767072,7528.119999999982,-1.2127638340486,7528.119999999982,1.779853011286816,7528.119999999982,-1.937334796403393
1908.100000000001,-18.33066802829319,1908.100000000001,-12.30747183379426,3808.100000000001,-12.3645603349935,7608.099999999981,-12.48653732606837,7608.099999999981,-6.683952343281724,7608.099999999981,-1.298727065567993,7608.099999999981,1.795525994899885,7608.099999999981,-1.847618448629435
1928.080000000001,-18.42139273045071,1928.080000000001,-12.39887171480161,3848.080000000001,-12.45617711215487,7688.079999999981,-12.57822136360042,7688.079999999981,-6.777015710893516,7688.079999999981,-1.384238295743091,7688.079999999981,1.808689584782873,7688.079999999981,-1.75915723988429
1948.060000000001,-18.51117720091213,1948.060000000001,-12.48931199572837,3888.060000000001,-12.5468299711665,7768.05999999998,-12.66894059919015,7768.05999999998,-6.869092579697675,7768.05999999998,-1.469281240353126,7768.05999999998,1.819404439272711,7768.05999999998,-1.671939530300607
1968.040000000001,-18.60004077330152,1968.040000000001,-12.57881272725569,3928.040000000001,-12.6365390915987,7848.03999999998,-12.75871522638008,7848.03999999998,-6.96020295932809,7848.03999999998,-1.553841618693307,7848.03999999998,1.827731911954474,7848.03999999998,-1.585954296318072
1988.020000000001,-18.68800218976164,1988.020000000001,-12.66739333665694,3968.020000000001,-12.7253240245102,7928.01999999998,-12.84756481012202,7928.01999999998,-7.050366305023736,7928.01999999998,-1.637906982093305,7928.01999999998,1.83373391883887,7928.01999999998,-1.501191099949711
2008.000000000001,-18.77507962488013,2008.000000000001,-12.75507265334825,4008.000000000001,-12.81320371824929,8007.999999999979,-12.93550831256045,8007.999999999979,-7.139601534415302,8007.999999999979,-1.721466556224418,8007.999999999979,1.837472805692886,8007.999999999979,-1.417640059104134
2027.980000000001,-18.86129070841606,2027.980000000001,-12.84186893314941,4047.980000000001,-12.90019654295086,8087.979999999979,-13.02256411751412,8087.979999999979,-7.227927043992375,8087.979999999979,-1.804511096146032,8087.979999999979,1.839011216553493,8087.979999999979,-1.335291818895209
2047.960000000001,-18.94665254689874,2047.960000000001,-12.92779988133196,4087.960000000001,-12.98632031380693,8167.959999999978,-13.10875005373299,8167.959999999978,-7.315360725220162,8167.959999999978,-1.88703275311021,8167.959999999978,1.838411964370845,8167.959999999978,-1.254137523876546
2067.940000000001,-19.03118174416516,2067.940000000001,-13.01288267452584,4127.940000000001,-13.07159231318309,8247.939999999979,-13.19408341700291,8247.939999999979,-7.401919980281847,8247.939999999979,-1.969024952209504,8247.939999999979,1.835737904639856,8247.939999999979,-1.174168791143389
2087.920000000001,-19.11489442089817,2087.920000000001,-13.09713398155131,4167.920000000001,-13.15602931164815,8327.919999999978,-13.27858099116512,8327.919999999978,-7.487621737428908,8327.919999999978,-2.050482280017105,8327.919999999978,1.831051812787899,8327.919999999978,-1.095377684249672
2107.900000000001,-19.19780623322314,2107.900000000001,-13.18056998323818,4207.900000000001,-13.23964758798023,8407.899999999978,-13.36225906811359,8407.899999999978,-7.572482465926854,8407.899999999978,-2.13140038142893,8407.899999999978,1.82441626599399,8407.899999999978,-1.017756687892682
2127.880000000001,-19.27993239041732,2127.880000000001,-13.26320639129068,4247.88,-13.32246294820788,8487.879999999977,-13.44513346682869,8487.879999999977,-7.656518190588143,8487.879999999977,-2.211775864975308,8487.879999999977,1.815893530021905,8487.879999999977,-0.9412986833220799
